,alpha,delta,filename,filter,h,l,language,optimization,s,experiment,width,height
7006,0.0,110643,random1 200x200 (1914544919).bmp,merge,,,asm2,0,,random1,200,200
7007,0.14674845465465455,112053,random1 200x200 (1914544919).bmp,merge,,,asm2,0,,random1,200,200
7008,0.0,105334,random2 200x200 (827462710).bmp,merge,,,asm2,0,,random2,200,200
7009,0.14674845465465455,107517,random2 200x200 (827462710).bmp,merge,,,asm2,0,,random2,200,200
7010,0.0,106915,random2 200x200 (314227535).bmp,merge,,,asm2,0,,random2,200,200
7011,0.14674845465465455,113057,random2 200x200 (314227535).bmp,merge,,,asm2,0,,random2,200,200
7012,0.0,110466,random2 200x200 (861264076).bmp,merge,,,asm2,0,,random2,200,200
7013,0.14674845465465455,112569,random2 200x200 (861264076).bmp,merge,,,asm2,0,,random2,200,200
7014,0.0,397370,fixed 384x384 (1984210012).bmp,merge,,,asm2,0,,fixed,384,384
7015,0.14674845465465455,441356,fixed 384x384 (1984210012).bmp,merge,,,asm2,0,,fixed,384,384
7016,0.0,168542,fixed 252x252 (1937477084).bmp,merge,,,asm2,0,,fixed,252,252
7017,0.14674845465465455,276809,fixed 252x252 (1937477084).bmp,merge,,,asm2,0,,fixed,252,252
7018,0.0,111937,random2 200x200 (1624213497).bmp,merge,,,asm2,0,,random2,200,200
7019,0.14674845465465455,103591,random2 200x200 (1624213497).bmp,merge,,,asm2,0,,random2,200,200
7020,0.0,112669,random1 200x200 (660260756).bmp,merge,,,asm2,0,,random1,200,200
7021,0.14674845465465455,106854,random1 200x200 (660260756).bmp,merge,,,asm2,0,,random1,200,200
7022,0.0,130558,fixed 212x212 (412776091).bmp,merge,,,asm2,0,,fixed,212,212
7023,0.14674845465465455,123491,fixed 212x212 (412776091).bmp,merge,,,asm2,0,,fixed,212,212
7024,0.0,111757,random2 200x200 (826030693).bmp,merge,,,asm2,0,,random2,200,200
7025,0.14674845465465455,107251,random2 200x200 (826030693).bmp,merge,,,asm2,0,,random2,200,200
7026,0.0,106736,random2 200x200 (37805787).bmp,merge,,,asm2,0,,random2,200,200
7027,0.14674845465465455,131297,random2 200x200 (37805787).bmp,merge,,,asm2,0,,random2,200,200
7028,0.0,106518,random2 200x200 (1278717062).bmp,merge,,,asm2,0,,random2,200,200
7029,0.14674845465465455,128449,random2 200x200 (1278717062).bmp,merge,,,asm2,0,,random2,200,200
7030,0.0,154008,random2 200x200 (1804532640).bmp,merge,,,asm2,0,,random2,200,200
7031,0.14674845465465455,107071,random2 200x200 (1804532640).bmp,merge,,,asm2,0,,random2,200,200
7032,0.0,106958,random1 200x200 (719346228).bmp,merge,,,asm2,0,,random1,200,200
7033,0.14674845465465455,106891,random1 200x200 (719346228).bmp,merge,,,asm2,0,,random1,200,200
7034,0.0,106943,random1 200x200 (1369321801).bmp,merge,,,asm2,0,,random1,200,200
7035,0.14674845465465455,103225,random1 200x200 (1369321801).bmp,merge,,,asm2,0,,random1,200,200
7036,0.0,206105,fixed 276x276 (1100661313).bmp,merge,,,asm2,0,,fixed,276,276
7037,0.14674845465465455,203064,fixed 276x276 (1100661313).bmp,merge,,,asm2,0,,fixed,276,276
7038,0.0,106763,random1 200x200 (6939507).bmp,merge,,,asm2,0,,random1,200,200
7039,0.14674845465465455,132130,random1 200x200 (6939507).bmp,merge,,,asm2,0,,random1,200,200
7040,0.0,109501,random1 200x200 (774044599).bmp,merge,,,asm2,0,,random1,200,200
7041,0.14674845465465455,107736,random1 200x200 (774044599).bmp,merge,,,asm2,0,,random1,200,200
7042,0.0,103145,random1 200x200 (135497281).bmp,merge,,,asm2,0,,random1,200,200
7043,0.14674845465465455,107083,random1 200x200 (135497281).bmp,merge,,,asm2,0,,random1,200,200
7044,0.0,327648,fixed 340x340 (1780695788).bmp,merge,,,asm2,0,,fixed,340,340
7045,0.14674845465465455,540392,fixed 340x340 (1780695788).bmp,merge,,,asm2,0,,fixed,340,340
7046,0.0,111449,random2 200x200 (1272590008).bmp,merge,,,asm2,0,,random2,200,200
7047,0.14674845465465455,116241,random2 200x200 (1272590008).bmp,merge,,,asm2,0,,random2,200,200
7048,0.0,15867,fixed 76x76 (304089172).bmp,merge,,,asm2,0,,fixed,76,76
7049,0.14674845465465455,18914,fixed 76x76 (304089172).bmp,merge,,,asm2,0,,fixed,76,76
7050,0.0,110276,random2 200x200 (111632295).bmp,merge,,,asm2,0,,random2,200,200
7051,0.14674845465465455,107990,random2 200x200 (111632295).bmp,merge,,,asm2,0,,random2,200,200
7052,0.0,107993,random2 200x200 (1110322077).bmp,merge,,,asm2,0,,random2,200,200
7053,0.14674845465465455,106778,random2 200x200 (1110322077).bmp,merge,,,asm2,0,,random2,200,200
7054,0.0,111326,random2 200x200 (1904825301).bmp,merge,,,asm2,0,,random2,200,200
7055,0.14674845465465455,107618,random2 200x200 (1904825301).bmp,merge,,,asm2,0,,random2,200,200
7056,0.0,120609,random1 200x200 (476667372).bmp,merge,,,asm2,0,,random1,200,200
7057,0.14674845465465455,106522,random1 200x200 (476667372).bmp,merge,,,asm2,0,,random1,200,200
7058,0.0,14113,fixed 72x72 (1540383426).bmp,merge,,,asm2,0,,fixed,72,72
7059,0.14674845465465455,15175,fixed 72x72 (1540383426).bmp,merge,,,asm2,0,,fixed,72,72
7060,0.0,108179,random2 200x200 (1491826219).bmp,merge,,,asm2,0,,random2,200,200
7061,0.14674845465465455,106867,random2 200x200 (1491826219).bmp,merge,,,asm2,0,,random2,200,200
7062,0.0,163392,fixed 240x240 (135497281).bmp,merge,,,asm2,0,,fixed,240,240
7063,0.14674845465465455,159888,fixed 240x240 (135497281).bmp,merge,,,asm2,0,,fixed,240,240
7064,0.0,130802,fixed 216x216 (1424268980).bmp,merge,,,asm2,0,,fixed,216,216
7065,0.14674845465465455,124136,fixed 216x216 (1424268980).bmp,merge,,,asm2,0,,fixed,216,216
7066,0.0,106583,random2 200x200 (149362799).bmp,merge,,,asm2,0,,random2,200,200
7067,0.14674845465465455,107141,random2 200x200 (149362799).bmp,merge,,,asm2,0,,random2,200,200
7068,0.0,115304,fixed 208x208 (184803526).bmp,merge,,,asm2,0,,fixed,208,208
7069,0.14674845465465455,118397,fixed 208x208 (184803526).bmp,merge,,,asm2,0,,fixed,208,208
7070,0.0,106470,random2 200x200 (210173080).bmp,merge,,,asm2,0,,random2,200,200
7071,0.14674845465465455,106803,random2 200x200 (210173080).bmp,merge,,,asm2,0,,random2,200,200
7072,0.0,114532,random1 200x200 (434248626).bmp,merge,,,asm2,0,,random1,200,200
7073,0.14674845465465455,107459,random1 200x200 (434248626).bmp,merge,,,asm2,0,,random1,200,200
7074,0.0,446307,fixed 348x348 (491705403).bmp,merge,,,asm2,0,,fixed,348,348
7075,0.14674845465465455,315722,fixed 348x348 (491705403).bmp,merge,,,asm2,0,,fixed,348,348
7076,0.0,106662,random1 200x200 (1884661237).bmp,merge,,,asm2,0,,random1,200,200
7077,0.14674845465465455,106155,random1 200x200 (1884661237).bmp,merge,,,asm2,0,,random1,200,200
7078,0.0,107666,random2 200x200 (1641401680).bmp,merge,,,asm2,0,,random2,200,200
7079,0.14674845465465455,106778,random2 200x200 (1641401680).bmp,merge,,,asm2,0,,random2,200,200
7080,0.0,135173,fixed 224x224 (749241873).bmp,merge,,,asm2,0,,fixed,224,224
7081,0.14674845465465455,142744,fixed 224x224 (749241873).bmp,merge,,,asm2,0,,fixed,224,224
7082,0.0,36714,fixed 116x116 (2145174067).bmp,merge,,,asm2,0,,fixed,116,116
7083,0.14674845465465455,35157,fixed 116x116 (2145174067).bmp,merge,,,asm2,0,,fixed,116,116
7084,0.0,109879,random2 200x200 (1483653965).bmp,merge,,,asm2,0,,random2,200,200
7085,0.14674845465465455,106806,random2 200x200 (1483653965).bmp,merge,,,asm2,0,,random2,200,200
7086,0.0,106525,random2 200x200 (678517663).bmp,merge,,,asm2,0,,random2,200,200
7087,0.14674845465465455,107245,random2 200x200 (678517663).bmp,merge,,,asm2,0,,random2,200,200
7088,0.0,112361,random2 200x200 (267243337).bmp,merge,,,asm2,0,,random2,200,200
7089,0.14674845465465455,109397,random2 200x200 (267243337).bmp,merge,,,asm2,0,,random2,200,200
7090,0.0,42264,fixed 124x124 (1101513929).bmp,merge,,,asm2,0,,fixed,124,124
7091,0.14674845465465455,43442,fixed 124x124 (1101513929).bmp,merge,,,asm2,0,,fixed,124,124
7092,0.0,104736,random2 200x200 (2025457891).bmp,merge,,,asm2,0,,random2,200,200
7093,0.14674845465465455,109388,random2 200x200 (2025457891).bmp,merge,,,asm2,0,,random2,200,200
7094,0.0,104483,random1 200x200 (114723506).bmp,merge,,,asm2,0,,random1,200,200
7095,0.14674845465465455,106693,random1 200x200 (114723506).bmp,merge,,,asm2,0,,random1,200,200
7096,0.0,106922,random2 200x200 (1993704154).bmp,merge,,,asm2,0,,random2,200,200
7097,0.14674845465465455,106671,random2 200x200 (1993704154).bmp,merge,,,asm2,0,,random2,200,200
7098,0.0,52499,fixed 140x140 (1369133069).bmp,merge,,,asm2,0,,fixed,140,140
7099,0.14674845465465455,55024,fixed 140x140 (1369133069).bmp,merge,,,asm2,0,,fixed,140,140
7100,0.0,103981,random2 200x200 (889485400).bmp,merge,,,asm2,0,,random2,200,200
7101,0.14674845465465455,9001310,random2 200x200 (889485400).bmp,merge,,,asm2,0,,random2,200,200
7102,0.0,106879,fixed 200x200 (2038664370).bmp,merge,,,asm2,0,,fixed,200,200
7103,0.14674845465465455,106738,fixed 200x200 (2038664370).bmp,merge,,,asm2,0,,fixed,200,200
7104,0.0,110911,random2 200x200 (500913976).bmp,merge,,,asm2,0,,random2,200,200
7105,0.14674845465465455,127548,random2 200x200 (500913976).bmp,merge,,,asm2,0,,random2,200,200
7106,0.0,106625,random2 200x200 (2101086718).bmp,merge,,,asm2,0,,random2,200,200
7107,0.14674845465465455,113808,random2 200x200 (2101086718).bmp,merge,,,asm2,0,,random2,200,200
7108,0.0,76606,fixed 172x172 (859484421).bmp,merge,,,asm2,0,,fixed,172,172
7109,0.14674845465465455,76945,fixed 172x172 (859484421).bmp,merge,,,asm2,0,,fixed,172,172
7110,0.0,107288,random1 200x200 (243268139).bmp,merge,,,asm2,0,,random1,200,200
7111,0.14674845465465455,106854,random1 200x200 (243268139).bmp,merge,,,asm2,0,,random1,200,200
7112,0.0,107907,random2 200x200 (326834681).bmp,merge,,,asm2,0,,random2,200,200
7113,0.14674845465465455,106408,random2 200x200 (326834681).bmp,merge,,,asm2,0,,random2,200,200
7114,0.0,113854,random1 200x200 (1782436840).bmp,merge,,,asm2,0,,random1,200,200
7115,0.14674845465465455,113881,random1 200x200 (1782436840).bmp,merge,,,asm2,0,,random1,200,200
7116,0.0,113561,random2 200x200 (1523873429).bmp,merge,,,asm2,0,,random2,200,200
7117,0.14674845465465455,107932,random2 200x200 (1523873429).bmp,merge,,,asm2,0,,random2,200,200
7118,0.0,106870,random2 200x200 (1240563377).bmp,merge,,,asm2,0,,random2,200,200
7119,0.14674845465465455,106751,random2 200x200 (1240563377).bmp,merge,,,asm2,0,,random2,200,200
7120,0.0,116360,random2 200x200 (408079536).bmp,merge,,,asm2,0,,random2,200,200
7121,0.14674845465465455,107407,random2 200x200 (408079536).bmp,merge,,,asm2,0,,random2,200,200
7122,0.0,118973,random1 200x200 (1469262009).bmp,merge,,,asm2,0,,random1,200,200
7123,0.14674845465465455,110868,random1 200x200 (1469262009).bmp,merge,,,asm2,0,,random1,200,200
7124,0.0,107129,random2 200x200 (355197215).bmp,merge,,,asm2,0,,random2,200,200
7125,0.14674845465465455,113307,random2 200x200 (355197215).bmp,merge,,,asm2,0,,random2,200,200
7126,0.0,103198,random2 200x200 (1115532105).bmp,merge,,,asm2,0,,random2,200,200
7127,0.14674845465465455,107242,random2 200x200 (1115532105).bmp,merge,,,asm2,0,,random2,200,200
7128,0.0,142845,random2 200x200 (163025128).bmp,merge,,,asm2,0,,random2,200,200
7129,0.14674845465465455,107196,random2 200x200 (163025128).bmp,merge,,,asm2,0,,random2,200,200
7130,0.0,84625,fixed 180x180 (608413784).bmp,merge,,,asm2,0,,fixed,180,180
7131,0.14674845465465455,83792,fixed 180x180 (608413784).bmp,merge,,,asm2,0,,fixed,180,180
7132,0.0,23884,fixed 96x96 (1726956429).bmp,merge,,,asm2,0,,fixed,96,96
7133,0.14674845465465455,25264,fixed 96x96 (1726956429).bmp,merge,,,asm2,0,,fixed,96,96
7134,0.0,107767,random2 200x200 (673967233).bmp,merge,,,asm2,0,,random2,200,200
7135,0.14674845465465455,116156,random2 200x200 (673967233).bmp,merge,,,asm2,0,,random2,200,200
7136,0.0,107437,random2 200x200 (1804275551).bmp,merge,,,asm2,0,,random2,200,200
7137,0.14674845465465455,109190,random2 200x200 (1804275551).bmp,merge,,,asm2,0,,random2,200,200
7138,0.0,413616,fixed 388x388 (855636226).bmp,merge,,,asm2,0,,fixed,388,388
7139,0.14674845465465455,740690,fixed 388x388 (855636226).bmp,merge,,,asm2,0,,fixed,388,388
7140,0.0,10639,fixed 60x60 (2044897763).bmp,merge,,,asm2,0,,fixed,60,60
7141,0.14674845465465455,10456,fixed 60x60 (2044897763).bmp,merge,,,asm2,0,,fixed,60,60
7142,0.0,109785,random1 200x200 (1662981776).bmp,merge,,,asm2,0,,random1,200,200
7143,0.14674845465465455,108515,random1 200x200 (1662981776).bmp,merge,,,asm2,0,,random1,200,200
7144,0.0,106277,random1 200x200 (1632621729).bmp,merge,,,asm2,0,,random1,200,200
7145,0.14674845465465455,124462,random1 200x200 (1632621729).bmp,merge,,,asm2,0,,random1,200,200
7146,0.0,112108,random2 200x200 (366978141).bmp,merge,,,asm2,0,,random2,200,200
7147,0.14674845465465455,107169,random2 200x200 (366978141).bmp,merge,,,asm2,0,,random2,200,200
7148,0.0,497897,random2 200x200 (155591899).bmp,merge,,,asm2,0,,random2,200,200
7149,0.14674845465465455,107315,random2 200x200 (155591899).bmp,merge,,,asm2,0,,random2,200,200
7150,0.0,158682,fixed 244x244 (511702305).bmp,merge,,,asm2,0,,fixed,244,244
7151,0.14674845465465455,159680,fixed 244x244 (511702305).bmp,merge,,,asm2,0,,fixed,244,244
7152,0.0,108103,random1 200x200 (201690613).bmp,merge,,,asm2,0,,random1,200,200
7153,0.14674845465465455,107175,random1 200x200 (201690613).bmp,merge,,,asm2,0,,random1,200,200
7154,0.0,191412,fixed 268x268 (805750846).bmp,merge,,,asm2,0,,fixed,268,268
7155,0.14674845465465455,349768,fixed 268x268 (805750846).bmp,merge,,,asm2,0,,fixed,268,268
7156,0.0,48302,fixed 136x136 (635723058).bmp,merge,,,asm2,0,,fixed,136,136
7157,0.14674845465465455,49831,fixed 136x136 (635723058).bmp,merge,,,asm2,0,,fixed,136,136
7158,0.0,106519,random1 200x200 (971899228).bmp,merge,,,asm2,0,,random1,200,200
7159,0.14674845465465455,169873,random1 200x200 (971899228).bmp,merge,,,asm2,0,,random1,200,200
7160,0.0,107156,random1 200x200 (846942590).bmp,merge,,,asm2,0,,random1,200,200
7161,0.14674845465465455,110615,random1 200x200 (846942590).bmp,merge,,,asm2,0,,random1,200,200
7162,0.0,109239,random2 200x200 (1711667133).bmp,merge,,,asm2,0,,random2,200,200
7163,0.14674845465465455,106235,random2 200x200 (1711667133).bmp,merge,,,asm2,0,,random2,200,200
7164,0.0,106278,random1 200x200 (1548233367).bmp,merge,,,asm2,0,,random1,200,200
7165,0.14674845465465455,106946,random1 200x200 (1548233367).bmp,merge,,,asm2,0,,random1,200,200
7166,0.0,107789,random1 200x200 (593209441).bmp,merge,,,asm2,0,,random1,200,200
7167,0.14674845465465455,106818,random1 200x200 (593209441).bmp,merge,,,asm2,0,,random1,200,200
7168,0.0,107074,random1 200x200 (1335939811).bmp,merge,,,asm2,0,,random1,200,200
7169,0.14674845465465455,107492,random1 200x200 (1335939811).bmp,merge,,,asm2,0,,random1,200,200
7170,0.0,124508,random2 200x200 (75172477).bmp,merge,,,asm2,0,,random2,200,200
7171,0.14674845465465455,106702,random2 200x200 (75172477).bmp,merge,,,asm2,0,,random2,200,200
7172,0.0,107095,random2 200x200 (1395739259).bmp,merge,,,asm2,0,,random2,200,200
7173,0.14674845465465455,106794,random2 200x200 (1395739259).bmp,merge,,,asm2,0,,random2,200,200
7174,0.0,108228,random1 200x200 (555996658).bmp,merge,,,asm2,0,,random1,200,200
7175,0.14674845465465455,107092,random1 200x200 (555996658).bmp,merge,,,asm2,0,,random1,200,200
7176,0.0,106427,random1 200x200 (337739299).bmp,merge,,,asm2,0,,random1,200,200
7177,0.14674845465465455,107816,random1 200x200 (337739299).bmp,merge,,,asm2,0,,random1,200,200
7178,0.0,147442,random1 200x200 (1801979802).bmp,merge,,,asm2,0,,random1,200,200
7179,0.14674845465465455,108536,random1 200x200 (1801979802).bmp,merge,,,asm2,0,,random1,200,200
7180,0.0,107391,random1 200x200 (387346491).bmp,merge,,,asm2,0,,random1,200,200
7181,0.14674845465465455,110609,random1 200x200 (387346491).bmp,merge,,,asm2,0,,random1,200,200
7182,0.0,109751,random1 200x200 (1649760492).bmp,merge,,,asm2,0,,random1,200,200
7183,0.14674845465465455,115341,random1 200x200 (1649760492).bmp,merge,,,asm2,0,,random1,200,200
7184,0.0,132268,random2 200x200 (1812101828).bmp,merge,,,asm2,0,,random2,200,200
7185,0.14674845465465455,108664,random2 200x200 (1812101828).bmp,merge,,,asm2,0,,random2,200,200
7186,0.0,106464,random2 200x200 (1249410364).bmp,merge,,,asm2,0,,random2,200,200
7187,0.14674845465465455,108628,random2 200x200 (1249410364).bmp,merge,,,asm2,0,,random2,200,200
7188,0.0,106625,random2 200x200 (1136367389).bmp,merge,,,asm2,0,,random2,200,200
7189,0.14674845465465455,106787,random2 200x200 (1136367389).bmp,merge,,,asm2,0,,random2,200,200
7190,0.0,157476,random2 200x200 (730463925).bmp,merge,,,asm2,0,,random2,200,200
7191,0.14674845465465455,114184,random2 200x200 (730463925).bmp,merge,,,asm2,0,,random2,200,200
7192,0.0,2088,fixed 20x20 (1957747793).bmp,merge,,,asm2,0,,fixed,20,20
7193,0.14674845465465455,1997,fixed 20x20 (1957747793).bmp,merge,,,asm2,0,,fixed,20,20
7194,0.0,4112,fixed 24x24 (424238335).bmp,merge,,,asm2,0,,fixed,24,24
7195,0.14674845465465455,2864,fixed 24x24 (424238335).bmp,merge,,,asm2,0,,fixed,24,24
7196,0.0,557792,fixed 308x308 (610515434).bmp,merge,,,asm2,0,,fixed,308,308
7197,0.14674845465465455,260176,fixed 308x308 (610515434).bmp,merge,,,asm2,0,,fixed,308,308
7198,0.0,109223,random2 200x200 (1560034298).bmp,merge,,,asm2,0,,random2,200,200
7199,0.14674845465465455,142347,random2 200x200 (1560034298).bmp,merge,,,asm2,0,,random2,200,200
7200,0.0,312639,random2 200x200 (1309478823).bmp,merge,,,asm1,0,,random2,200,200
7201,0.14674845465465455,325349,random2 200x200 (1309478823).bmp,merge,,,asm1,0,,random2,200,200
7202,0.0,335289,random1 200x200 (776532036).bmp,merge,,,asm1,0,,random1,200,200
7203,0.14674845465465455,317278,random1 200x200 (776532036).bmp,merge,,,asm1,0,,random1,200,200
7204,0.0,9358212,fixed 320x320 (760313750).bmp,merge,,,asm1,0,,fixed,320,320
7205,0.14674845465465455,7282856,fixed 320x320 (760313750).bmp,merge,,,asm1,0,,fixed,320,320
7206,0.0,3169358,fixed 188x188 (1734575198).bmp,merge,,,asm1,0,,fixed,188,188
7207,0.14674845465465455,271233,fixed 188x188 (1734575198).bmp,merge,,,asm1,0,,fixed,188,188
7208,0.0,308508,random2 200x200 (1076377804).bmp,merge,,,asm1,0,,random2,200,200
7209,0.14674845465465455,308072,random2 200x200 (1076377804).bmp,merge,,,asm1,0,,random2,200,200
7210,0.0,383423,random1 200x200 (195740084).bmp,merge,,,asm1,0,,random1,200,200
7211,0.14674845465465455,317385,random1 200x200 (195740084).bmp,merge,,,asm1,0,,random1,200,200
7212,0.0,307864,random2 200x200 (2067038044).bmp,merge,,,asm1,0,,random2,200,200
7213,0.14674845465465455,311139,random2 200x200 (2067038044).bmp,merge,,,asm1,0,,random2,200,200
7214,0.0,310294,random1 200x200 (1823089412).bmp,merge,,,asm1,0,,random1,200,200
7215,0.14674845465465455,306359,random1 200x200 (1823089412).bmp,merge,,,asm1,0,,random1,200,200
7216,0.0,308200,random1 200x200 (927612902).bmp,merge,,,asm1,0,,random1,200,200
7217,0.14674845465465455,396398,random1 200x200 (927612902).bmp,merge,,,asm1,0,,random1,200,200
7218,0.0,311066,random1 200x200 (168002245).bmp,merge,,,asm1,0,,random1,200,200
7219,0.14674845465465455,311170,random1 200x200 (168002245).bmp,merge,,,asm1,0,,random1,200,200
7220,0.0,319815,random1 200x200 (1125898167).bmp,merge,,,asm1,0,,random1,200,200
7221,0.14674845465465455,308920,random1 200x200 (1125898167).bmp,merge,,,asm1,0,,random1,200,200
7222,0.0,60522,fixed 88x88 (521595368).bmp,merge,,,asm1,0,,fixed,88,88
7223,0.14674845465465455,59142,fixed 88x88 (521595368).bmp,merge,,,asm1,0,,fixed,88,88
7224,0.0,31381,fixed 64x64 (1967513926).bmp,merge,,,asm1,0,,fixed,64,64
7225,0.14674845465465455,32630,fixed 64x64 (1967513926).bmp,merge,,,asm1,0,,fixed,64,64
7226,0.0,307455,random2 200x200 (191536171).bmp,merge,,,asm1,0,,random2,200,200
7227,0.14674845465465455,330890,random2 200x200 (191536171).bmp,merge,,,asm1,0,,random2,200,200
7228,0.0,317760,random2 200x200 (663711792).bmp,merge,,,asm1,0,,random2,200,200
7229,0.14674845465465455,322065,random2 200x200 (663711792).bmp,merge,,,asm1,0,,random2,200,200
7230,0.0,307272,random1 200x200 (711845894).bmp,merge,,,asm1,0,,random1,200,200
7231,0.14674845465465455,331015,random1 200x200 (711845894).bmp,merge,,,asm1,0,,random1,200,200
7232,0.0,307836,random2 200x200 (818034604).bmp,merge,,,asm1,0,,random2,200,200
7233,0.14674845465465455,306817,random2 200x200 (818034604).bmp,merge,,,asm1,0,,random2,200,200
7234,0.0,307153,random1 200x200 (1633108117).bmp,merge,,,asm1,0,,random1,200,200
7235,0.14674845465465455,306930,random1 200x200 (1633108117).bmp,merge,,,asm1,0,,random1,200,200
7236,0.0,306734,random2 200x200 (1144991476).bmp,merge,,,asm1,0,,random2,200,200
7237,0.14674845465465455,307406,random2 200x200 (1144991476).bmp,merge,,,asm1,0,,random2,200,200
7238,0.0,315752,random1 200x200 (1956297539).bmp,merge,,,asm1,0,,random1,200,200
7239,0.14674845465465455,312993,random1 200x200 (1956297539).bmp,merge,,,asm1,0,,random1,200,200
